Queue Priority,Review Reason,ID,Organization,Certificate/Badge,Record Type,Category,Price Status,Evidence Status,Official URL,Source Page,Last Reviewed,Current Priority
15,free-price signal needs credential-level promotion review,C-019,Cisco Networking Academy,IoT Fundamentals,credential,Embedded,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-007,Cisco Networking Academy,Network Defense,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-018,Cisco Networking Academy,Network Security,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-003,Cisco Networking Academy,Networking Basics,credential,Networking,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-009,Cisco Networking Academy,Networking Devices and Initial Configuration,credential,Networking,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-001,Cisco Networking Academy,Python Essentials 1,credential,Python,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,C-002,Cisco Networking Academy,Python Essentials 2,credential,Python,✅ 0 ₽,Current-catalog signal,https://www.netacad.com/,https://www.netacad.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,H-014,HubSpot Academy,AEO Fundamentals,credential,AI,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-017,HubSpot Academy,"AI for Marketing, Sales, and Service Bootcamp",credential,AI,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-016,HubSpot Academy,AI-Augmented HubSpot Stack Mini-Series,credential,AI,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-015,HubSpot Academy,AI-Readiness Accelerator Workshop,credential,AI,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-001,HubSpot Academy,Content Marketing Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-008,HubSpot Academy,Digital Advertising Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-002,HubSpot Academy,Digital Marketing Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-006,HubSpot Academy,Email Marketing Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-003,HubSpot Academy,Inbound Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-004,HubSpot Academy,Inbound Marketing Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-005,HubSpot Academy,Inbound Sales Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-013,HubSpot Academy,Integrating With HubSpot I: Foundations,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-018,HubSpot Academy,Marketing Hub Software Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-012,HubSpot Academy,Reporting Certification,credential,Data,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-010,HubSpot Academy,Revenue Operations Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-011,HubSpot Academy,Sales Enablement Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-019,HubSpot Academy,Sales Hub Software Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-009,HubSpot Academy,SEO Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-020,HubSpot Academy,Service Hub Software Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,H-007,HubSpot Academy,Social Media Marketing Certification,credential,IT,✅ 0 ₽,Current-catalog signal,https://academy.hubspot.com/certification-overview,https://academy.hubspot.com/certification-overview,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-012,IBM SkillsBuild,AI for Sustainability,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-002,IBM SkillsBuild,AI Fundamentals: Foundations for Understanding AI,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-004,IBM SkillsBuild,AI Fundamentals: Language and Vision in AI,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-001,IBM SkillsBuild,AI Literacy,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-003,IBM SkillsBuild,Artificial Intelligence Fundamentals,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-019,IBM SkillsBuild,Cloud Computing Fundamentals,credential,Cloud,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-007,IBM SkillsBuild,Craft Precise Prompts for AI Models,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-013,IBM SkillsBuild,Cybersecurity Fundamentals,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-015,IBM SkillsBuild,Cybersecurity: On the Defense,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-017,IBM SkillsBuild,Data Fundamentals,credential,Data,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-016,IBM SkillsBuild,Data Literacy,credential,Data,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-022,IBM SkillsBuild,Enterprise Design Thinking Practitioner,credential,IT,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-005,IBM SkillsBuild,Generative AI Essentials: Using LLMs to Work with Data,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-014,IBM SkillsBuild,Getting Started with Cybersecurity,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-006,IBM SkillsBuild,Getting Started with Generative AI,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-018,IBM SkillsBuild,Information Technology Fundamentals,credential,IT,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-008,IBM SkillsBuild,Intelligent by Design: Build an AI Agent,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-020,IBM SkillsBuild,IT Support Technician pathway,credential,IT,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-009,IBM SkillsBuild,Make Agentic AI Work for You,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-021,IBM SkillsBuild,Project Management Fundamentals,credential,IT,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-010,IBM SkillsBuild,Retrieval-Augmented Generation for Enhanced AI Outputs,credential,AI,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,AI-011,IBM SkillsBuild,Software Development Using IBM Granite,credential,IT,✅ 0 ₽,Current-catalog signal,https://skillsbuild.org/learning-catalog,https://skillsbuild.org/learning-catalog,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-010,Salesforce Trailhead,Agentforce: Agent Planning,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-018,Salesforce Trailhead,AI + Data: Project Planning,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-006,Salesforce Trailhead,AI Strategy,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-001,Salesforce Trailhead,Artificial Intelligence Fundamentals,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-020,Salesforce Trailhead,Commerce AI: Quick Look,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-017,Salesforce Trailhead,Data 360 Insights,credential,Data,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-004,Salesforce Trailhead,Data Fundamentals for AI,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-016,Salesforce Trailhead,Data Integrations,credential,Data,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-012,Salesforce Trailhead,Environments for Salesforce Developers,credential,DevOps,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-002,Salesforce Trailhead,Generative AI Basics,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-009,Salesforce Trailhead,Introduction to Agentforce,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-008,Salesforce Trailhead,Large Language Models,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-003,Salesforce Trailhead,Natural Language Processing Basics,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-005,Salesforce Trailhead,Prompt Fundamentals,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-007,Salesforce Trailhead,Responsible Creation of Artificial Intelligence,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-019,Salesforce Trailhead,Sales AI: Quick Look,credential,AI,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-011,Salesforce Trailhead,Salesforce Developer: Quick Look,credential,IT,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-015,Salesforce Trailhead,Secure Client-Side Development,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-013,Salesforce Trailhead,Security Basics,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
15,free-price signal needs credential-level promotion review,SF-014,Salesforce Trailhead,User Authentication,credential,Cybersecurity,✅ 0 ₽,Current-catalog signal,https://trailhead.salesforce.com/,https://trailhead.salesforce.com/,2026-08-31,
20,candidate credential identity needs verification,CAND-E8B714A2E2E5CE,1C,"""1С:Управление нашей фирмой 8""",credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=88,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-35DE6A53CD13AB,1C,1С:ERP Управление предприятием 2,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=65,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-0442A8591EE538,1C,1С:Аналитика,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=93,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-1ADCD155A21104,1C,1С:Бухгалтерия 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=25,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-84380B95BDB097,1C,1С:Бухгалтерия государственного учреждения 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=38,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-519C1D646CAB07,1C,1С:Документооборот 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=71,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-937F0C78FC17C1,1C,1С:Зарплата и кадры государственного учреждения 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=72,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-E241FCEC4D6FB4,1C,1С:Зарплата и управление персоналом 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=26,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-EC99DDE7D390AC,1C,1С:ЗУП КОРП,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc1/courses.jsp?type=109,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-F6284B09611E1F,1C,1С:Комплексная автоматизация 2,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,http://1c.ru/rus/partners/training/courses.jsp?type=40,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-E3CB03D7C37A1B,1C,1С:Розница 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/cso-part/rus/partners/training/cso/timetable?country=&id=90,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-F345747A7FC7C6,1C,1С:Специалист,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/texts/ekz_1c_spec.htm,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-53E8B1700BBB14,1C,1С:Управление торговлей 8,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=27,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-D97AAAC704AFD6,1C,1С:Эксперт,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/expert.htm,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-C882BB02ECF016,1C,EDT - разработка в системе 1C:Enterprise Development Tools,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,http://1c.ru/rus/partners/training/uc1/course.jsp?id=719,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-7EA824E1A275AB,1C,Microsoft SQL Server для 1С,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=84,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-DEB330DF7C5ACE,1C,WEB-курсы (дистанционные),credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses_web.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-DC6C8FE45F812F,1C,"администрирование 1С , интеграция и обмен данными",credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc1/course.jsp?id=791,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-9274C275DD2C74,1C,"Аттестация ""1С:Эксплуататор""",credential-candidate,Unclassified,⚪ unknown,official-page-extraction,http://1c.ru/rus/partners/training/uc1/course.jsp?id=540,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-92C0AD668F559C,1C,в типовых решениях (БСП),credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=83,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-9965658AC484DB,1C,"для самых начинающих ""Оператор 1С""",credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=67,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-6805ECF9BF293B,1C,Еще новости,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/newslist.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-9BA3A94BA02EED,1C,интеграция и обмен данными,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=79,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-1953274E483440,1C,Информация о курсах,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/default.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-4E5BB4487765A4,1C,Контакты ближайших гостиниц,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/hotels.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-82F890FBF931EF,1C,Корпоративное обучение,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/corporate.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-E894FC64B75506,1C,Курсы 1С,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/default.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-183BA3F3D3F350,1C,Курсы 1С / Экзамены 1С,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/default.jsp,https://1c.ru/,2026-09-07,
20,candidate credential identity needs verification,CAND-1419C73BB8491A,1C,Курсы 1С в Москве (1С-Учебный центр №3),credential-candidate,Unclassified,⚪ unknown,official-page-extraction,http://1c.ru/rus/partners/training/uc3/default.jsp,https://1c.ru/,2026-09-07,
20,candidate credential identity needs verification,CAND-F58A3CCA3ABFC1,1C,Курсы в формате «погружение»,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses_diving.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-A75C6709A2104A,1C,Курсы для пользователей программ,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/courses.jsp?type=2,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-2DB156E59D3905,1C,Курсы и экзамены 1С,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/default.jsp,https://1c.ru/,2026-09-07,
20,candidate credential identity needs verification,CAND-42975B8B68064E,1C,Логическое и функциональное моделирование в 1С:СППР-2,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc1/course.jsp?id=765,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-74F49C40629281,1C,Новости,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/uc3/newslist.jsp,https://1c.ru/rus/partners/training/uc3/default.jsp,2026-09-07,
20,candidate credential identity needs verification,CAND-7D7BA0FE877F34,1C,Обучение 1С,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/rus/partners/training/default.jsp,https://1c.ru/,2026-09-07,
20,candidate credential identity needs verification,CAND-61BC304ED38E6A,1C,Общая информация,credential-candidate,Unclassified,⚪ unknown,official-page-extraction,https://1c.ru/cso-part/rus/partners/training/cso/,https://1c.ru/rus/partners/training/default.jsp,2026-09-07,
